"lat","long","month","year","cloudhigh","cloudlow","cloudmid","ozone","pressure","surftemp","temperature"
-11.2173913043478,-111.295652173913,1,1995,3,32,4.5,252,1000,298.3,297.8
-13.7130434782609,-111.295652173913,1,1995,3,36,6.5,256,1000,298.3,297.4
-16.2086956521739,-111.295652173913,1,1995,3,37.5,5,254,1000,297.4,296.9
-18.704347826087,-111.295652173913,1,1995,2.5,34,4,258,1000,297.8,296.9
-21.2,-111.295652173913,1,1995,1.5,31.5,2.5,260,1000,297.4,296.5
36.2,-108.791304347826,1,1995,23,7,32,306,810,270.9,270.3
33.704347826087,-108.791304347826,1,1995,18.5,9.5,30.5,296,820,275,272.7
31.2086956521739,-108.791304347826,1,1995,14,13.5,27,288,860,281.6,276.1
28.7130434782609,-108.791304347826,1,1995,11,13.5,17,280,950,286.8,286.8
26.2173913043478,-108.791304347826,1,1995,10.5,15,18.5,266,880,287.8,284.2
23.7217391304348,-108.791304347826,1,1995,13,25,16.5,262,1000,296.5,295.5
21.2260869565217,-108.791304347826,1,1995,15,25,19.5,256,1000,297.8,296
18.7304347826087,-108.791304347826,1,1995,24,21.5,19,252,1000,299.2,297.8
16.2347826086957,-108.791304347826,1,1995,24,20,16,248,1000,301.4,299.2
13.7391304347826,-108.791304347826,1,1995,25.5,27.5,15,246,1000,301.4,299.6
11.2434782608696,-108.791304347826,1,1995,21,26,13,248,1000,300.5,300.5
8.74782608695652,-108.791304347826,1,1995,15,28.5,14,246,1000,301,300.1
6.25217391304348,-108.791304347826,1,1995,15,34.5,18.5,246,1000,300.5,300.1
3.75652173913043,-108.791304347826,1,1995,5,47.5,18,248,1000,299.2,299.2
1.26086956521739,-108.791304347826,1,1995,0,51,7,246,1000,298.7,297.8
-1.23478260869565,-108.791304347826,1,1995,0,46.5,1.5,246,1000,298.3,297.8
-3.7304347826087,-108.791304347826,1,1995,0,38,1,246,1000,298.7,297.4
-6.22608695652174,-108.791304347826,1,1995,1,33,2,246,1000,298.7,297.8
-8.72173913043478,-108.791304347826,1,1995,1.5,30.5,3,248,1000,298.3,297.4
-11.2173913043478,-108.791304347826,1,1995,4,30,3.5,250,1000,298.3,297.4
-13.7130434782609,-108.791304347826,1,1995,3,39,6,254,1000,297.4,297.4
-16.2086956521739,-108.791304347826,1,1995,1.5,41,4.5,254,1000,297.4,296.5
-18.704347826087,-108.791304347826,1,1995,2.5,37,4.5,258,1000,296.9,296.5
-21.2,-108.791304347826,1,1995,1.5,32.5,3.5,260,1000,297.4,296
36.2,-106.286956521739,1,1995,17,7,29.5,294,775,269.7,270.9
33.704347826087,-106.286956521739,1,1995,16.5,8.5,26.5,294,810,275.6,272.7
31.2086956521739,-106.286956521739,1,1995,12.5,15.5,27,294,855,281.6,275
28.7130434782609,-106.286956521739,1,1995,11,14.5,20,278,795,283.7,276.7
26.2173913043478,-106.286956521739,1,1995,10.5,15,18.5,266,880,287.8,284.2
23.7217391304348,-106.286956521739,1,1995,19.5,11,20,252,805,286.8,282.7
21.2260869565217,-106.286956521739,1,1995,19.5,25,19.5,256,1000,298.3,297.4
18.7304347826087,-106.286956521739,1,1995,24.5,19,18.5,252,995,300.5,297.8
16.2347826086957,-106.286956521739,1,1995,18,21,15,248,1000,302.3,300.5
13.7391304347826,-106.286956521739,1,1995,20,27.5,14.5,246,1000,301.4,300.1
11.2434782608696,-106.286956521739,1,1995,14,27,13.5,246,1000,301.4,301
8.74782608695652,-106.286956521739,1,1995,10,28,13,246,1000,300.5,300.1
6.25217391304348,-106.286956521739,1,1995,16.5,34,19.5,248,1000,301,299.6
3.75652173913043,-106.286956521739,1,1995,5.5,43.5,22,246,1000,298.7,299.6
1.26086956521739,-106.286956521739,1,1995,0,54.5,11,248,1000,298.7,297.8
-1.23478260869565,-106.286956521739,1,1995,0,52,3.5,248,1000,298.3,297.4
-3.7304347826087,-106.286956521739,1,1995,0,40.5,2,246,1000,298.7,297.8
-6.22608695652174,-106.286956521739,1,1995,0.5,32,2,248,1000,298.3,297.8
-8.72173913043478,-106.286956521739,1,1995,1,36.5,3,248,1000,298.3,296.9
-11.2173913043478,-106.286956521739,1,1995,3.5,30.5,3.5,250,1000,297.8,296.9
-13.7130434782609,-106.286956521739,1,1995,3.5,41,4.5,250,1000,297.4,296.9
-16.2086956521739,-106.286956521739,1,1995,1,45.5,4,252,1000,296.9,296
-18.704347826087,-106.286956521739,1,1995,1.5,42.5,4.5,254,1000,296.9,296.5
-21.2,-106.286956521739,1,1995,1,39,4,258,1000,296.9,296.5
36.2,-103.782608695652,1,1995,19.5,11,33,308,795,273.2,271.5
33.704347826087,-103.782608695652,1,1995,18,12.5,31,302,850,277.3,271.5
31.2086956521739,-103.782608695652,1,1995,13.5,12.5,26,292,885,280.5,278.9
28.7130434782609,-103.782608695652,1,1995,14,12.5,17,280,850,284.2,277.3
26.2173913043478,-103.782608695652,1,1995,15,9,16.5,264,825,285.8,279.5
23.7217391304348,-103.782608695652,1,1995,19.5,11,20,252,805,286.8,282.7
21.2260869565217,-103.782608695652,1,1995,28,7,18,242,825,289.3,283.7
18.7304347826087,-103.782608695652,1,1995,24,14,16,250,1000,299.2,300.1
16.2347826086957,-103.782608695652,1,1995,13,19.5,12,248,1000,302.3,301
13.7391304347826,-103.782608695652,1,1995,12,26,12,246,1000,301.9,300.5
11.2434782608696,-103.782608695652,1,1995,8.5,22.5,11.5,244,1000,301,300.5
8.74782608695652,-103.782608695652,1,1995,8,27,9,248,1000,300.1,300.1
6.25217391304348,-103.782608695652,1,1995,12.5,39,16,248,1000,301.9,300.1
3.75652173913043,-103.782608695652,1,1995,11,42,25.5,246,1000,299.2,300.1
1.26086956521739,-103.782608695652,1,1995,1,52.5,19,246,1000,298.3,298.7
-1.23478260869565,-103.782608695652,1,1995,0,50,7,246,1000,298.3,297.4
-3.7304347826087,-103.782608695652,1,1995,0.5,44.5,4,246,1000,298.3,298.3
-6.22608695652174,-103.782608695652,1,1995,0.5,34.5,2.5,246,1000,298.7,297.8
-8.72173913043478,-103.782608695652,1,1995,1.5,39.5,3,246,1000,297.8,297.4
-11.2173913043478,-103.782608695652,1,1995,2,36.5,3.5,252,1000,297.4,296.9
-13.7130434782609,-103.782608695652,1,1995,3,44,4,250,1000,297.4,296.9
-16.2086956521739,-103.782608695652,1,1995,3,46.5,5,252,1000,296.9,296.5
-18.704347826087,-103.782608695652,1,1995,1,47.5,4.5,252,1000,296.9,296
-21.2,-103.782608695652,1,1995,0.5,48,4.5,258,1000,296.5,295.5
36.2,-101.278260869565,1,1995,17,14.5,34,310,915,275.6,275.6
33.704347826087,-101.278260869565,1,1995,15,17.5,33.5,300,935,279.5,280
31.2086956521739,-101.278260869565,1,1995,14.5,17.5,27.5,286,925,282.2,281.6
28.7130434782609,-101.278260869565,1,1995,13.5,21.5,21,274,930,286.8,283.2
26.2173913043478,-101.278260869565,1,1995,16.5,17.5,21,262,875,288.8,281.1
23.7217391304348,-101.278260869565,1,1995,26,7.5,17.5,250,790,285.2,281.6
21.2260869565217,-101.278260869565,1,1995,28,8.5,17,246,795,288.3,282.7
18.7304347826087,-101.278260869565,1,1995,21.5,12,16,246,900,295.5,293.2
16.2347826086957,-101.278260869565,1,1995,7.5,16,11,248,995,300.5,301
13.7391304347826,-101.278260869565,1,1995,6,18.5,8,246,1000,302.3,301
11.2434782608696,-101.278260869565,1,1995,5.5,19,7,246,1000,301,300.1
8.74782608695652,-101.278260869565,1,1995,7.5,27.5,8,246,1000,301.4,300.1
6.25217391304348,-101.278260869565,1,1995,11.5,38,12.5,248,1000,302.3,299.6
3.75652173913043,-101.278260869565,1,1995,11.5,40.5,26.5,246,1000,299.6,299.6
1.26086956521739,-101.278260869565,1,1995,3,47,21.5,246,1000,298.3,298.3
-1.23478260869565,-101.278260869565,1,1995,0.5,48.5,10,248,1000,298.3,297.8
-3.7304347826087,-101.278260869565,1,1995,1,46,5,246,1000,298.7,297.8
-6.22608695652174,-101.278260869565,1,1995,1,34,3.5,246,1000,298.3,297.4
-8.72173913043478,-101.278260869565,1,1995,1.5,40,4,248,1000,297.8,297.4
-11.2173913043478,-101.278260869565,1,1995,1,42,2.5,250,1000,297.4,296.9
-13.7130434782609,-101.278260869565,1,1995,2.5,45.5,3,250,1000,296.5,296.5
-16.2086956521739,-101.278260869565,1,1995,2.5,49,4.5,252,1000,296.5,296
-18.704347826087,-101.278260869565,1,1995,0.5,47,4,254,1000,296.5,295.5
-21.2,-101.278260869565,1,1995,0,50,2.5,258,1000,296.5,295
36.2,-98.7739130434783,1,1995,16,25.5,32.5,310,955,277.3,278.4
33.704347826087,-98.7739130434783,1,1995,15,27.5,31.5,298,995,281.6,281.6
31.2086956521739,-98.7739130434783,1,1995,13.5,32,24.5,284,975,284.7,283.7
28.7130434782609,-98.7739130434783,1,1995,11.5,30.5,21.5,274,995,287.8,287.3
26.2173913043478,-98.7739130434783,1,1995,19.5,26.5,21,264,995,291.7,289.3
23.7217391304348,-98.7739130434783,1,1995,27.5,12.5,20.5,252,855,289.8,285.2
21.2260869565217,-98.7739130434783,1,1995,23,16,21,248,975,292.7,291.7
18.7304347826087,-98.7739130434783,1,1995,14.5,10.5,16.5,244,865,292.7,289.3
16.2347826086957,-98.7739130434783,1,1995,4,13,12,244,985,297.4,300.1
13.7391304347826,-98.7739130434783,1,1995,3,15,5,246,1000,301.9,300.5
11.2434782608696,-98.7739130434783,1,1995,3,16.5,5,246,1000,301,300.5
8.74782608695652,-98.7739130434783,1,1995,5,24.5,9,246,1000,301,300.1
6.25217391304348,-98.7739130434783,1,1995,13,29.5,14.5,246,1000,301,300.1
3.75652173913043,-98.7739130434783,1,1995,15.5,35.5,25,248,1000,299.6,300.1
1.26086956521739,-98.7739130434783,1,1995,5,46,20.5,246,1000,298.7,298.3
-1.23478260869565,-98.7739130434783,1,1995,1.5,52.5,8.5,244,1000,298.3,297.4
-3.7304347826087,-98.7739130434783,1,1995,1.5,48.5,7,244,1000,297.8,298.3
-6.22608695652174,-98.7739130434783,1,1995,2.5,36.5,4.5,246,1000,298.3,297.8
-8.72173913043478,-98.7739130434783,1,1995,2.5,42.5,3.5,248,1000,297.8,297.4
-11.2173913043478,-98.7739130434783,1,1995,1,46,3,250,1000,296.9,296.9
-13.7130434782609,-98.7739130434783,1,1995,1.5,46.5,2.5,250,1000,296.5,296
-16.2086956521739,-98.7739130434783,1,1995,1.5,48,4.5,252,1000,296,295.5
-18.704347826087,-98.7739130434783,1,1995,0.5,44.5,4.5,256,1000,296.5,295
-21.2,-98.7739130434783,1,1995,0,51,4.5,256,1000,295.5,295.5
36.2,-96.2695652173913,1,1995,16,25.5,32.5,310,955,277.3,278.4
33.704347826087,-96.2695652173913,1,1995,15,27.5,31.5,298,995,281.6,281.6
31.2086956521739,-96.2695652173913,1,1995,13.5,37.5,23.5,290,995,284.7,283.7
28.7130434782609,-96.2695652173913,1,1995,12,29.5,19,272,990,289.3,288.3
26.2173913043478,-96.2695652173913,1,1995,20,26.5,20,266,1000,294.6,292.2
23.7217391304348,-96.2695652173913,1,1995,25.5,21.5,19,258,1000,296.5,294.1
21.2260869565217,-96.2695652173913,1,1995,14,27,22,252,1000,298.3,296
18.7304347826087,-96.2695652173913,1,1995,7.5,20,21.5,248,920,292.7,290.2
16.2347826086957,-96.2695652173913,1,1995,2,14.5,11.5,244,975,296.9,298.3
13.7391304347826,-96.2695652173913,1,1995,2,14,4.5,244,1000,301,300.1
11.2434782608696,-96.2695652173913,1,1995,1.5,16,4,244,1000,301,300.1
8.74782608695652,-96.2695652173913,1,1995,3,20.5,8,248,1000,300.5,299.6
6.25217391304348,-96.2695652173913,1,1995,13,25,17,248,1000,300.5,300.5
3.75652173913043,-96.2695652173913,1,1995,17.5,30.5,23.5,246,1000,299.6,300.1
1.26086956521739,-96.2695652173913,1,1995,8,42,23,248,1000,299.6,298.7
-1.23478260869565,-96.2695652173913,1,1995,3.5,51,14,246,1000,298.7,297.4
-3.7304347826087,-96.2695652173913,1,1995,3,51,6.5,246,1000,298.3,297.8
-6.22608695652174,-96.2695652173913,1,1995,3,42,3.5,246,1000,298.3,297.4
-8.72173913043478,-96.2695652173913,1,1995,2.5,43,3,248,1000,297.8,296.9
-11.2173913043478,-96.2695652173913,1,1995,1.5,46,3,250,1000,296.5,296.5
-13.7130434782609,-96.2695652173913,1,1995,1,45,3,252,1000,296,296.5
-16.2086956521739,-96.2695652173913,1,1995,1.5,46.5,5,252,1000,295.5,295.5
-18.704347826087,-96.2695652173913,1,1995,0.5,45.5,5,254,1000,296,295.5
-21.2,-96.2695652173913,1,1995,0,52.5,5,258,1000,295.5,295
36.2,-93.7652173913043,1,1995,16,30.5,34,310,995,278.9,278.4
33.704347826087,-93.7652173913043,1,1995,16,34.5,28.5,296,1000,282.2,281.6
31.2086956521739,-93.7652173913043,1,1995,13.5,37.5,23.5,290,995,284.7,283.7
28.7130434782609,-93.7652173913043,1,1995,15,30.5,19.5,270,1000,290.7,288.3
26.2173913043478,-93.7652173913043,1,1995,20.5,29.5,19,266,1000,296.5,292.7
23.7217391304348,-93.7652173913043,1,1995,20,26,19,258,1000,297.8,294.6
21.2260869565217,-93.7652173913043,1,1995,6,35,17,252,1000,300.1,296.9
18.7304347826087,-93.7652173913043,1,1995,3,28.5,17,248,1000,297.4,296
16.2347826086957,-93.7652173913043,1,1995,2,18,11,242,935,294.1,291.2
13.7391304347826,-93.7652173913043,1,1995,1.5,11.5,3.5,244,1000,301,300.5
11.2434782608696,-93.7652173913043,1,1995,1.5,15.5,3.5,244,1000,301.9,300.1
8.74782608695652,-93.7652173913043,1,1995,3,18.5,7.5,246,1000,300.5,299.6
6.25217391304348,-93.7652173913043,1,1995,12,26,15,248,1000,300.5,300.5
3.75652173913043,-93.7652173913043,1,1995,17,31,25,248,1000,300.5,300.1
1.26086956521739,-93.7652173913043,1,1995,8,39,31.5,244,1000,300.1,299.6
-1.23478260869565,-93.7652173913043,1,1995,3,47.5,19.5,246,1000,299.6,297.4
-3.7304347826087,-93.7652173913043,1,1995,3.5,50,7.5,246,1000,298.7,298.3
-6.22608695652174,-93.7652173913043,1,1995,2,43,3.5,248,1000,298.3,297.4
-8.72173913043478,-93.7652173913043,1,1995,2.5,42.5,4,250,1000,298.3,296.9
-11.2173913043478,-93.7652173913043,1,1995,2.5,48,3,250,1000,296.5,296.5
-13.7130434782609,-93.7652173913043,1,1995,2,44,3.5,250,1000,295.5,295.5
-16.2086956521739,-93.7652173913043,1,1995,1,49.5,4.5,250,1000,295,295.5
-18.704347826087,-93.7652173913043,1,1995,0.5,50.5,5,252,1000,295.5,295
-21.2,-93.7652173913043,1,1995,0.5,54,8.5,256,1000,295,295
36.2,-91.2608695652174,1,1995,19,31.5,31.5,310,995,278.9,278.4
33.704347826087,-91.2608695652174,1,1995,15,34.5,29,294,1000,281.6,282.7
31.2086956521739,-91.2608695652174,1,1995,13,35,24.5,284,1000,284.2,284.7
28.7130434782609,-91.2608695652174,1,1995,18,25.5,20.5,270,1000,290.7,289.3
26.2173913043478,-91.2608695652174,1,1995,19.5,31.5,19,264,1000,296,293.2
23.7217391304348,-91.2608695652174,1,1995,14,31,17.5,254,1000,297.8,295.5
21.2260869565217,-91.2608695652174,1,1995,3.5,25,13.5,252,1000,296.5,296
18.7304347826087,-91.2608695652174,1,1995,1,22.5,12,246,1000,296.5,296.5
16.2347826086957,-91.2608695652174,1,1995,1,22.5,14.5,242,985,294.1,293.6
13.7391304347826,-91.2608695652174,1,1995,1.5,12,5.5,244,1000,299.6,301
11.2434782608696,-91.2608695652174,1,1995,1,14.5,2.5,246,1000,301,300.1
8.74782608695652,-91.2608695652174,1,1995,2.5,17.5,6,248,1000,300.5,299.2
6.25217391304348,-91.2608695652174,1,1995,10.5,25,18.5,250,1000,300.5,301
3.75652173913043,-91.2608695652174,1,1995,16,31,29.5,246,1000,300.5,301
1.26086956521739,-91.2608695652174,1,1995,8,37,31.5,248,1000,301,299.6
-1.23478260869565,-91.2608695652174,1,1995,1.5,43,20,246,1000,299.6,299.2
-3.7304347826087,-91.2608695652174,1,1995,1.5,47.5,8.5,248,1000,299.6,298.3
-6.22608695652174,-91.2608695652174,1,1995,2,44.5,4.5,248,1000,298.7,297.8
-8.72173913043478,-91.2608695652174,1,1995,2.5,40.5,3.5,250,1000,298.3,297.4
-11.2173913043478,-91.2608695652174,1,1995,2.5,48.5,4,250,1000,296.9,296.9
-13.7130434782609,-91.2608695652174,1,1995,2,47,5.5,250,1000,295.5,296
-16.2086956521739,-91.2608695652174,1,1995,1,51,5,252,1000,295,295.5
-18.704347826087,-91.2608695652174,1,1995,0.5,54.5,6.5,254,1000,294.6,295
-21.2,-91.2608695652174,1,1995,1,56,11.5,258,1000,294.6,294.6
36.2,-88.7565217391304,1,1995,18,23,37.5,310,995,276.1,277.8
33.704347826087,-88.7565217391304,1,1995,15,30,31.5,298,1000,279.5,281.1
31.2086956521739,-88.7565217391304,1,1995,13,32.5,28.5,286,1000,283.7,284.2
28.7130434782609,-88.7565217391304,1,1995,18,25.5,20.5,270,1000,290.7,289.3
26.2173913043478,-88.7565217391304,1,1995,17,38.5,17.5,262,1000,298.3,293.6
23.7217391304348,-88.7565217391304,1,1995,9.5,35,16.5,256,1000,298.7,296
21.2260869565217,-88.7565217391304,1,1995,3.5,25,13.5,252,1000,296.5,296
18.7304347826087,-88.7565217391304,1,1995,0.5,23.5,10.5,248,1000,294.6,295.5
16.2347826086957,-88.7565217391304,1,1995,1,22.5,14.5,242,985,294.1,293.6
13.7391304347826,-88.7565217391304,1,1995,1,14.5,5,242,940,297.4,294.6
11.2434782608696,-88.7565217391304,1,1995,1,11.5,2,244,1000,300.1,299.6
8.74782608695652,-88.7565217391304,1,1995,2.5,17.5,6,248,1000,300.5,299.2
6.25217391304348,-88.7565217391304,1,1995,9,26,15.5,246,1000,301.9,300.5
3.75652173913043,-88.7565217391304,1,1995,19,32,23.5,246,1000,301,301
1.26086956521739,-88.7565217391304,1,1995,7.5,36.5,25,246,1000,301,298.7
-1.23478260869565,-88.7565217391304,1,1995,1,43,16,246,1000,299.6,298.3
-3.7304347826087,-88.7565217391304,1,1995,0.5,47.5,8.5,248,1000,299.6,297.8
-6.22608695652174,-88.7565217391304,1,1995,1,44.5,5,248,1000,299.6,298.3
-8.72173913043478,-88.7565217391304,1,1995,2.5,40.5,3.5,250,1000,298.3,297.4
-11.2173913043478,-88.7565217391304,1,1995,2,47,4.5,250,1000,296.9,296.9
-13.7130434782609,-88.7565217391304,1,1995,2,50.5,6.5,252,1000,295.5,296
-16.2086956521739,-88.7565217391304,1,1995,1,51,5,252,1000,295,295.5
-18.704347826087,-88.7565217391304,1,1995,0.5,59,7,254,1000,294.6,294.6
-21.2,-88.7565217391304,1,1995,1,56,11.5,258,1000,294.6,294.6
36.2,-86.2521739130435,1,1995,19,17,38,310,980,274.4,277.3
33.704347826087,-86.2521739130435,1,1995,17.5,20.5,29.5,292,1000,278.4,282.2
31.2086956521739,-86.2521739130435,1,1995,16.5,27.5,25,282,1000,283.2,285.2
28.7130434782609,-86.2521739130435,1,1995,18.5,28.5,18.5,270,1000,292.7,289.8
26.2173913043478,-86.2521739130435,1,1995,16,38.5,15,264,1000,297.4,294.1
23.7217391304348,-86.2521739130435,1,1995,8.5,38,14.5,258,1000,299.6,296.5
21.2260869565217,-86.2521739130435,1,1995,3,26.5,13.5,250,1000,296.5,296.9
18.7304347826087,-86.2521739130435,1,1995,0.5,26.5,8,246,1000,300.5,298.3
16.2347826086957,-86.2521739130435,1,1995,1,25,10.5,244,995,298.3,298.7
13.7391304347826,-86.2521739130435,1,1995,0.5,25,8.5,242,935,294.6,293.2
11.2434782608696,-86.2521739130435,1,1995,1.5,20.5,6,244,1000,297.4,299.6
8.74782608695652,-86.2521739130435,1,1995,2,17.5,4.5,248,1000,301.4,301
6.25217391304348,-86.2521739130435,1,1995,9,26.5,11.5,248,1000,302.3,301.9
3.75652173913043,-86.2521739130435,1,1995,22,31,19.5,248,1000,302.3,301
1.26086956521739,-86.2521739130435,1,1995,5,40.5,26.5,248,1000,300.5,300.1
-1.23478260869565,-86.2521739130435,1,1995,0,45,15,248,1000,298.7,298.3
-3.7304347826087,-86.2521739130435,1,1995,0,43.5,8,248,1000,298.3,298.7
-6.22608695652174,-86.2521739130435,1,1995,0.5,42,4,252,1000,299.2,298.3
-8.72173913043478,-86.2521739130435,1,1995,2.5,39,3.5,252,1000,298.7,297.4
-11.2173913043478,-86.2521739130435,1,1995,2,44,4.5,254,1000,297.8,296.9
-13.7130434782609,-86.2521739130435,1,1995,1.5,52,5,254,1000,296,296.5
-16.2086956521739,-86.2521739130435,1,1995,0.5,55,5.5,254,1000,294.6,295.5
-18.704347826087,-86.2521739130435,1,1995,1.5,60,9,256,1000,294.1,295
-21.2,-86.2521739130435,1,1995,1,60.5,12.5,254,1000,294.1,294.6
36.2,-83.7478260869565,1,1995,19.5,19,35.5,310,945,274.4,276.7
33.704347826087,-83.7478260869565,1,1995,17,18.5,25,294,995,278.9,281.6
31.2086956521739,-83.7478260869565,1,1995,18.5,21.5,24,282,1000,282.2,286.3
28.7130434782609,-83.7478260869565,1,1995,20.5,24,18,268,1000,290.7,289.3
26.2173913043478,-83.7478260869565,1,1995,16,38.5,15,264,1000,297.4,294.1
23.7217391304348,-83.7478260869565,1,1995,10,29,13,260,1000,296.9,296
21.2260869565217,-83.7478260869565,1,1995,3,28.5,9.5,252,1000,298.3,298.7
18.7304347826087,-83.7478260869565,1,1995,1,26,3.5,248,1000,300.1,298.7
16.2347826086957,-83.7478260869565,1,1995,0.5,23,6,242,1000,298.3,299.2
13.7391304347826,-83.7478260869565,1,1995,0.5,27.5,7.5,244,995,297.4,298.3
11.2434782608696,-83.7478260869565,1,1995,2,24,8,244,1000,299.2,299.6
8.74782608695652,-83.7478260869565,1,1995,1.5,15.5,6.5,246,1000,300.5,301.4
6.25217391304348,-83.7478260869565,1,1995,6,27,8.5,248,1000,302.3,301.9
3.75652173913043,-83.7478260869565,1,1995,12,32.5,21.5,248,1000,301.9,301
1.26086956521739,-83.7478260869565,1,1995,4.5,40.5,33,248,1000,299.6,299.2
-1.23478260869565,-83.7478260869565,1,1995,0.5,43,20.5,248,1000,298.3,297.8
-3.7304347826087,-83.7478260869565,1,1995,0,36.5,11,250,1000,298.3,297.8
-6.22608695652174,-83.7478260869565,1,1995,0.5,34,5.5,252,1000,298.7,298.7
-8.72173913043478,-83.7478260869565,1,1995,1.5,36,4,254,1000,298.3,298.3
-11.2173913043478,-83.7478260869565,1,1995,1,44,4,256,1000,298.7,297.8
-13.7130434782609,-83.7478260869565,1,1995,1,52.5,5,252,1000,296.9,296.5
-16.2086956521739,-83.7478260869565,1,1995,1,56.5,11.5,254,1000,294.6,295.5
-18.704347826087,-83.7478260869565,1,1995,2.5,57,16,254,1000,293.6,294.6
-21.2,-83.7478260869565,1,1995,1.5,57,19.5,254,1000,293.2,294.6
36.2,-81.2434782608696,1,1995,19.5,19,35.5,310,945,274.4,276.7
33.704347826087,-81.2434782608696,1,1995,17,18.5,25,294,995,278.9,281.6
31.2086956521739,-81.2434782608696,1,1995,20,31,18,286,1000,291.2,289.3
28.7130434782609,-81.2434782608696,1,1995,20.5,18.5,17,266,1000,288.3,288.8
26.2173913043478,-81.2434782608696,1,1995,16,21.5,14.5,262,1000,292.2,292.7
23.7217391304348,-81.2434782608696,1,1995,8,26.5,13,258,1000,296.5,296.5
21.2260869565217,-81.2434782608696,1,1995,3.5,24.5,6,252,1000,298.3,298.7
18.7304347826087,-81.2434782608696,1,1995,2.5,22,3.5,248,1000,299.6,299.2
16.2347826086957,-81.2434782608696,1,1995,0.5,29,3.5,246,1000,299.6,299.2
13.7391304347826,-81.2434782608696,1,1995,0.5,26.5,3.5,246,1000,300.1,299.6
11.2434782608696,-81.2434782608696,1,1995,3,20,3,246,1000,300.1,299.6
8.74782608695652,-81.2434782608696,1,1995,1.5,20.5,13,244,995,297.8,301
6.25217391304348,-81.2434782608696,1,1995,3,25.5,8,248,1000,301.9,301.4
3.75652173913043,-81.2434782608696,1,1995,6.5,34.5,24,248,1000,300.5,300.1
